set,crop_path,plate,conf,raw
crops_yolo_low_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_30/Cars96_0.png,PC4119___,,"[""PC4119___""]"
crops_yolo_low_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_30/Cars96_1.png,B33000___,,"[""B33000___""]"
crops_yolo_low_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_30/Cars98_0.png,GY542K6__,,"[""GY542K6__""]"
crops_yolo_low_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_40/Cars367_0.png,GQQGLE___,,"[""GQQGLE___""]"
crops_yolo_low_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_40/Cars374_0.png,134610___,,"[""134610___""]"
crops_yolo_low_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_40/Cars382_0.png,CRA00____,,"[""CRA00____""]"
crops_yolo_low_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_40/Cars387_0.png,1D4600___,,"[""1D4600___""]"
crops_yolo_low_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_40/Cars410_0.png,BWWP00P__,,"[""BWWP00P__""]"
crops_yolo_low_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_40/Cars422_0.png,WP985____,,"[""WP985____""]"
crops_yolo_low_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_40/Cars425_0.png,4255JT___,,"[""4255JT___""]"
crops_yolo_low_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_40/Cars432_0.png,031AA3___,,"[""031AA3___""]"
crops_yolo_low_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_40/Cars53_0.png,SA9655___,,"[""SA9655___""]"
crops_yolo_low_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_40/Cars61_0.png,MMN336___,,"[""MMN336___""]"
crops_yolo_low_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_40/Cars65_0.png,3C4877___,,"[""3C4877___""]"
crops_yolo_low_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_40/Cars68_0.png,H344_____,,"[""H344_____""]"
crops_yolo_low_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_40/Cars71_0.png,B33006___,,"[""B33006___""]"
crops_yolo_low_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_40/Cars71_1.png,BB3376___,,"[""BB3376___""]"
crops_yolo_low_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_40/Cars72_0.png,32667____,,"[""32667____""]"
crops_yolo_low_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_40/Cars77_0.png,A33400___,,"[""A33400___""]"
crops_yolo_low_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_40/Cars96_0.png,BGK7117__,,"[""BGK7117__""]"
crops_yolo_low_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_40/Cars98_0.png,YY1RRW___,,"[""YY1RRW___""]"
